subject,with_brown_rules,prompt_type,poem_text
hope,FALSE,figurative,"In shadows cast, where dreams may hide, 
A whisper stirs, a spark inside. 

The dawn will break, though night is long, 
With gentle strength, it fuels the song. 

Through weary days and trials worn, 
A thread of light, new life is born. 

In every heart, a flicker glows, 
A courage found where silence flows. 

Through storms that rage and skies of gray, 
The promise sings to guide the way. 

Each step we take, though fraught with tears, 
An echo soft that calms our fears. 

With every breath that we embrace, 
We weave a tapestry of grace. 

Tomorrow calls, a distant shore, 
In every moment, we seek more. 

Though shadows fall, and tempests rise, 
The heart will soar, and love replies. 

In every glance, in every touch, 
The world reveals”it matters much. 

When hope takes flight on fragile wings, 
The soul awakens, and laughter sings."
hope,FALSE,specific,"In every raindrop, hope will bloom, 
Life is woven from the threads of gloom. 

The rose pushes through the cold, wet earth, 
It lifts its head, a testament to rebirth. 

With petals unfurling, bright against the gray, 
It whispers softly, Soon, there'll be a new day.� 

In the quiet garden, where shadows once crept, 
Hope lingers softly; it's stories unslept. 

Each thundering storm, a promise of light, 
In the heart of darkness, blooms the fight. 

Anticipation stirs in the still of the night, 
Nature's reminder that wrong can be right. 

So when the world feels heavy, wrapped in despair, 
Look for the rose; it's always there to share."
humor & satire,FALSE,general,"In laughter's light, we find the truth, 
A clever twist, a jest uncouth. 

Humor dances on a fragile line, 
It spins the mundane into the divine. 

With irony wrapped in a playful tease, 
We dissect life's chaos, aiming to please. 

Satire, a mirror reflecting our flaws, 
Holds us accountable with self-aware jaws. 

A chuckle shared can bridge the divide, 
In wit and jest, our fears we confide. 

Laughter's the antidote, a balm for the soul, 
In the world of absurdity, it makes us whole. 

We poke at the stars, we prod at the ground, 
In the depths of folly, wisdom is found. 

So raise up your glasses, let giggles ignite, 
For humor and satire, they spark our delight."
humor & satire,FALSE,figurative,"In laughter's dance, we find the light, 
A mirror's twist reflects the night. 

With wit's embrace, the truth we face, 
In folly's art, we trace our grace. 

Each jibe and jest, a keen disguise, 
Exposing hearts through playful eyes. 

In playful tones, we carve the air, 
A song of life, both bright and rare. 

With laughter's breath, we share the pain, 
In jest, the burden starts to wane. 

So let us poke at shadows near, 
And find our joy in light sincere. 

Through clever words, the world lays bare, 
As smiles weave threads in those who care. 

With every quip, a lesson hides, 
In laughter's arms, the spirit guides. 

A flicker bright, the mind's delight, 
In playful banter, wrong feels right."
humor & satire,FALSE,specific,"In a bustling cafe, laughter flows, 
A world of humor, where anything glows. 

Baristas juggle cups, a clumsy ballet, 
Little spills like secrets, in the light of day. 

A man with a mustache, a grandiose scheme, 
He orders a latte, and adds whipped cream. 

But when it arrives, it's more foam than brew, 
He sighs and laughs, ""Guess they're brewing a stew!"" 

A couple debates if a croissant's a bread, 
""So flaky,"" she giggles, ""it floats in my head."" 

The waiter rolls his eyes, a practiced pretense, 
""Just eat it already, it's not a defense!"" 

Outside, pigeons plot with crumbs at their feet, 
Shall we stage an uprising, make humans retreat?� 

The jokes on the world spin like a carousel, 
Each whimsy a story, each laugh casts a spell. 

In shadows of sarcasm, truths intertwine, 
Showing life's folly, like cheap vintage wine. 

Yet, in this cafe, the walls seem to hear, 
The humor of life, finding solace and cheer. 

With wit wrapped in cream, and laughter in air, 
Small moments of joy remind us to care."
indoor activities,FALSE,general,"In cozy corners, books unfold, 
As stories whisper, dreams retold. 

Warm mugs steaming, laughter swells, 
Chasing shadows, casting spells. 

Puzzles scattered, pieces blend, 
Time stretches, moments extend. 

Crafts take flight from hands so free, 
Imagination's bright decree. 

Board games clatter, friends unite, 
In the living room, joy ignites. 

Nights of movies, popcorn shared, 
In wrapped blankets, love declared. 

Through these walls, adventures gleam, 
Indoor life, a cherished dream."
indoor activities,FALSE,figurative,"In cozy corners, worlds unfold, 
A canvas waits, where dreams are bold. 

Puzzles scattered, pieces fine, 
Crafted stories intertwine. 

A gentle hum of pages turned, 
In quiet spaces, imaginations burned. 

Colors splashed with a playful sigh, 
In laughter's grip, the hours fly. 

Games unite, as friendships grow, 
In laughter's dance, the spirits glow. 

Yet stillness holds its own delight, 
In whispered thoughts on a starry night. 

With every breath, a tale is spun, 
In every moment, joy is won."
indoor activities,FALSE,specific,"

In cozy nooks, the laughter grows, 
Pieces scattered, our friendship shows. 

A roll of dice, the game's begun, 
In this small world, we chase the fun. 

Cards are dealt, strategies unfold, 
Tales of triumph, stories retold. 

With every turn, a playful tease, 
Victory's sweet, but so's the ease. 

Winter winds may billow and howl, 
Yet here we stand, with a joyous howl. 

Through challenges, we strive and play, 
In these moments, we find our way. 

With every match, we build and mend, 
These hours spent, forever friends. 

In cozy nooks, the laughter grows, 
Pieces scattered, with love it flows."
life choices,FALSE,general,"In the garden of choices, paths intertwine, 
Each step a whisper, a shadow of time. 

Forks in the road, we ponder, we sway, 
What ifs and maybes dance night into day. 

With hearts as our compass, we navigate fate, 
Every decision a thread, we weave and create. 

Moments of courage, moments of doubt, 
The courage to leap, or the fear to stay out. 

The echoes of laughter, the weight of regret, 
Lessons in heartache, the joys we beget. 

In chapters of life, some pages we burn, 
Others we treasure, for wisdom we yearn. 

Each choice a reflection, a mirror held high, 
The paths that we've traveled, the reasons we cry. 

Yet in every choice lies the beauty of chance, 
A tapestry woven from fate's gentle dance. 

So embrace the unknown, let the journey unfold, 
For the power of choice is a story retold."
life choices,FALSE,figurative,"Paths diverge in morning light, 
Decisions dance, both bold and slight. 

Whispers call from far and near, 
Echoes fill the heart with fear. 

Moments linger, fleeting grace, 
Time stands still, then picks up pace. 

Each step taken, joys or scars, 
Guided underneath the stars. 

Voices blend with dreams unsaid, 
Futures we weave, a thread unthread. 

In shadows deep, the truth reveals, 
Courage found in how it feels. 

Golden chances, shadows cast, 
Mold the memories that hold us fast. 

Turn the page, embrace the quest, 
In the choices, find your rest."
life choices,FALSE,specific,"

Two paths lay before me, morning dew gleams, 
a whispering breeze carries forth my dreams. 

One leads to the city, bright lights aglow, 
where ambition and hustle spark fervent flow. 

The other, a trail through the woods so deep, 
invites me to linger, where silence can speak. 

In the city, I'd rise, among towers would thrive, 
but would find in the noise, my heart's song deprived. 

The woods call me gently, with rustling leaves” 
a sanctuary beckons, where the soul weaves. 

Each choice sings a promise, a future unsure, 
like rivers diverging, both vibrant and pure. 

I could chase after fortune, name in the lights, 
or embrace the wild whispers that echo at night. 

Cafe chatter and laughter, the heartbeat of trade, 
or the rustle of branches in sun-dappled glade. 

Both paths hold a truth, wrapped close in regret, 
for the ghosts of what ifs� are hard to forget. 

As I stand at this crossroads, breaths shallow, I see, 
the essence of life's dance is the choice to be free. 

With a step into morning, the dawn's promise stirs, 
I carry my dreams, whichever path concurs."
lgbtq+,FALSE,general,"In colors bright, we find our song, 
Where love knows no bounds, and all belong. 

Hearts intertwined, a spectrum wide, 
In every whisper, our truths abide. 

A dance of pride, both fierce and bold, 
Stories of courage, forever told. 

Hand in hand, through trials we tread, 
Breaking the silence, where fears are shed. 

Unified voices, in harmony rise, 
Each note a promise, beneath vast skies. 

From shadows we step, into the light, 
Our spirits unbroken, ready to fight. 

For every heartbeat that dares to be free, 
A testament written, for all to see. 

Together we shine, in love's embrace, 
In the tapestry woven, we find our place. 

So gather the colors, and let them unfurl, 
In the heart of the world, we'll change the swirl."
lgbtq+,FALSE,figurative,"In colors bold, we stand as one, 
A tapestry woven, all fear undone. 

With hearts aglow, we walk this road, 
Embracing love, a vibrant code. 

Each whispered truth, a courage found, 
In every heartbeat, we stand our ground. 

Hands held tight, a dance unconfined, 
In the arms of freedom, our spirits aligned. 

Though storms may rise, and shadows loom, 
We bloom together, dispelling the gloom. 

A chorus sings, diverse and proud, 
In unity's anthem, we rise from the crowd. 

With every step, the past rewrites, 
A future bright, where love ignites. 

So here we gather, with voices clear, 
In love's embrace, we shed all fear."
