poem_title,poem_text,author,form
Then let not winter's ragged hand deface (Sonnet 6),"Then let not Winter's ragged hand deface,
In thee thy summer, ere thou be distill'd:
Make sweet some vial; treasure thou some place
With beauty's treasure ere it be self-kill'd.
That use is not forbidden usury,
Which happies those that pay the willing loan;
That's for thyself to breed another thee,
Or ten times happier, be it ten for one;
Ten times thyself were happier than thou art,
If ten of thine ten times refigur'd thee:
Then what could death do if thou shouldst depart,
Leaving thee living in posterity?
    Be not self-will'd, for thou art much too fair
    To be Death's conquest, and make worms thine heir.",William Shakespeare,sonnet
"To me, fair friend, you never can be old (Sonnet 104)  ","To me, fair friend, you never can be old,
For as you were when first your eye I ey’d,
Such seems your beauty still. Three winters cold,
Have from the forests shook three summers’ pride,
Three beauteous springs to yellow autumn turn’d,
In process of the seasons have I seen,
Three April perfumes in three hot Junes burn’d,
Since first I saw you fresh, which yet are green.
Ah! yet doth beauty like a dial-hand,
Steal from his figure, and no pace perceiv’d;
So your sweet hue, which methinks still doth stand,
Hath motion, and mine eye may be deceiv’d:
    For fear of which, hear this thou age unbred:
    Ere you were born was beauty’s summer dead.",William Shakespeare,sonnet
"O thou, my lovely boy, who in thy power (Sonnet 126) ","O thou, my lovely boy, who in thy power
Dost hold Time’s fickle glass, his sickle, hour;
Who hast by waning grown, and therein show’st
Thy lovers withering, as thy sweet self grow’st.
If Nature, sovereign mistress over wrack,
As thou goest onwards, still will pluck thee back,
She keeps thee to this purpose, that her skill
May time disgrace and wretched minutes kill.
Yet fear her, O thou minion of her pleasure!
She may detain, but not still keep, her treasure:
    Her audit (though delayed) answered must be,
    And her quietus is to render thee.",William Shakespeare,sonnet
"Poor soul, the centre of my sinful earth (Sonnet 146) ","Poor soul, the centre of my sinful earth,
My sinful earth these rebel powers array,
Why dost thou pine within and suffer dearth,
Painting thy outward walls so costly gay?
Why so large cost, having so short a lease,
Dost thou upon thy fading mansion spend?
Shall worms, inheritors of this excess,
Eat up thy charge? Is this thy body’s end?
Then soul, live thou upon thy servant’s loss,
And let that pine to aggravate thy store;
Buy terms divine in selling hours of dross;
Within be fed, without be rich no more:
    So shall thou feed on Death, that feeds on men,
    And Death once dead, there’s no more dying then.",William Shakespeare,sonnet
Like as the waves make towards the pebbled shore (Sonnet 60),"Like as the waves make towards the pebbled shore,
So do our minutes hasten to their end;
Each changing place with that which goes before,
In sequent toil all forwards do contend.
Nativity, once in the main of light,
Crawls to maturity, wherewith being crown’d,
Crooked eclipses ‘gainst his glory fight,
And Time that gave doth now his gift confound.
Time doth transfix the flourish set on youth
And delves the parallels in beauty’s brow,
Feeds on the rarities of nature’s truth,
And nothing stands but for his scythe to mow:
    And yet to times in hope, my verse shall stand,
    Praising thy worth, despite his cruel hand.",William Shakespeare,sonnet
A woman’s face with nature’s own hand painted (Sonnet 20),"A woman’s face with nature’s own hand painted,
Hast thou, the master mistress of my passion;
A woman’s gentle heart, but not acquainted
With shifting change, as is false women’s fashion:
An eye more bright than theirs, less false in rolling,
Gilding the object whereupon it gazeth;
A man in hue all ‘hues’ in his controlling,
Which steals men’s eyes and women’s souls amazeth.
And for a woman wert thou first created;
Till Nature, as she wrought thee, fell a-doting,
And by addition me of thee defeated,
By adding one thing to my purpose nothing.
    But since she prick’d thee out for women’s pleasure,
    Mine be thy love and thy love’s use their treasure.",William Shakespeare,sonnet
"Like as, to make our appetite more keen (Sonnet 118) ","Like as, to make our appetite more keen,
With eager compounds we our palate urge;
As, to prevent our maladies unseen,
We sicken to shun sickness when we purge;
Even so, being full of your ne’er-cloying sweetness,
To bitter sauces did I frame my feeding;
And, sick of welfare, found a kind of meetness
To be diseas’d, ere that there was true needing.
Thus policy in love, to anticipate
The ills that were not, grew to faults assur’d,
And brought to medicine a healthful state
Which, rank of goodness, would by ill be cur’d;
    But thence I learn and find the lesson true,
    Drugs poison him that so fell sick of you.",William Shakespeare,sonnet
When my love swears that she is made of truth (Sonnet 138),"When my love swears that she is made of truth,
I do believe her though I know she lies,
That she might think me some untutor’d youth,
Unlearned in the world’s false subtleties.
Thus vainly thinking that she thinks me young,
Although she knows my days are past the best,
Simply I credit her false-speaking tongue:
On both sides thus is simple truth suppressed:
But wherefore says she not she is unjust?
And wherefore say not I that I am old?
O! love’s best habit is in seeming trust,
And age in love, loves not to have years told:
    Therefore I lie with her, and she with me,
    And in our faults by lies we flatter’d be.",William Shakespeare,sonnet
Full many a glorious morning have I seen (Sonnet 33),"Full many a glorious morning have I seen
Flatter the mountain tops with sovereign eye,
Kissing with golden face the meadows green,
Gilding pale streams with heavenly alchemy;
Anon permit the basest clouds to ride
With ugly rack on his celestial face,
And from the forlorn world his visage hide,
Stealing unseen to west with this disgrace:
Even so my sun one early morn did shine,
With all triumphant splendour on my brow;
But out! alack! he was but one hour mine,
The region cloud hath mask’d him from me now.
    Yet him for this my love no whit disdaineth;
    Suns of the world may stain when heaven’s sun staineth.",William Shakespeare,sonnet
The little love-god lying once asleep (Sonnet 154),"The little love-god lying once asleep
Laid by his side his heart-inflaming brand,
Whilst many nymphs that vow’d chaste life to keep
Came tripping by; but in her maiden hand
The fairest votary took up that fire
Which many legions of true hearts had warm’d;
And so the general of hot desire
What sleeping by a virgin hand disarm’d.
This brand she quenched in a cool well by,
Which from Love’s fire took heat perpetual,
Growing a bath and healthful remedy
For men diseased; but I, my mistress’ thrall,
    Came there for cure, and this by that I prove,
    Love’s fire heats water, water cools not love.",William Shakespeare,sonnet
"Cupid laid by his brand, and fell asleep: (Sonnet 153) ","Cupid laid by his brand, and fell asleep:
A maid of Dian’s this advantage found,
And his love-kindling fire did quickly steep
In a cold valley-fountain of that ground;
Which borrow’d from this holy fire of Love
A dateless lively heat, still to endure,
And grew a seething bath, which yet men prove
Against strange maladies a sovereign cure.
But at my mistress’ eye Love’s brand new-fired,
The boy for trial needs would touch my breast;
I, sick withal, the help of bath desired,
And thither hied, a sad distemper’d guest,
    But found no cure: the bath for my help lies
    Where Cupid got new fire—my mistress’ eyes.",William Shakespeare,sonnet
In loving thee thou know'st I am forsworn (Sonnet 152),"In loving thee thou know’st I am forsworn,
But thou art twice forsworn, to me love swearing.
In act thy bed-vow broke and new faith torn
In vowing new hate after new love bearing.
But why of two oaths’ breach do I accuse thee,
Why I break twenty? I am perjured most;
For all my vows are oaths but to misuse thee
And all my honest faith in thee is lost,
For I have sworn deep oaths of thy deep kindness,
Oaths of thy love, thy truth, thy constancy,
And, to enlighten thee, gave eyes to blindness, 
Or made them swear against the thing they see;
    For I have sworn thee fair; more perjured I,
    To swear against the truth so foul a lie!",William Shakespeare,sonnet
Love is too young to know what conscience is: (Sonnet 151),"Love is too young to know what conscience is;
Yet who knows not conscience is born of love?
Then, gentle cheater, urge not my amiss,
Lest guilty of my faults thy sweet self prove:
For, thou betraying me, I do betray
My nobler part to my gross body’s treason;
My soul doth tell my body that he may 
Triumph in love; flesh stays no farther reason;
But, rising at thy name, doth point out thee
As his triumphant prize. Proud of this pride,
He is contented thy poor drudge to be,
To stand in thy affairs, fall by thy side.
    No want of conscience hold it that I call
    Her ‘love’ for whose dear love I rise and fall.",William Shakespeare,sonnet
