pair_index,pair_type,matches,num_matches,max_phrase_len,max_phrase_example,passes_echo,poem_id,subject,with_brown_rules,prompt_type
1,adjacent,,0,0,,False,21,desire & passion,True,general
2,adjacent,"beloved, crown, fire, i, like, tend",6,8,this fire i tend like some beloved crown,True,21,desire & passion,True,general
3,adjacent,,0,0,,False,21,desire & passion,True,general
4,adjacent,"absence, feed, flame, sound, that, your",6,9,your absence feeds the flames that make no sound,True,21,desire & passion,True,general
5,adjacent,,0,0,,False,21,desire & passion,True,general
6,adjacent,"i, search, there, water",4,9,i search for water but there 's none around,True,21,desire & passion,True,general
7,adjacent,,0,0,,False,21,desire & passion,True,general
8,adjacent,"find, ghost, room, your",4,9,in every room your ghost can still be found,True,21,desire & passion,True,general
9,adjacent,,0,0,,False,21,desire & passion,True,general
10,adjacent,"build, ground, i, unsteady, wall",5,8,i built these walls on such unsteady ground,True,21,desire & passion,True,general
11,adjacent,,0,0,,False,21,desire & passion,True,general
12,adjacent,,0,1,always,False,21,desire & passion,True,general
13,first_last,"burn, heart, house, my, that",5,10,my heart 's a house that 's always burning down,True,21,desire & passion,True,general
0,adjacent,"forget, hand, mind, my, remember, try, what",7,9,my hands remember what my mind tries to forget,True,22,desire & passion,True,figurative
1,adjacent,,0,0,,False,22,desire & passion,True,figurative
2,adjacent,"finger, ghost, long, skin, trace",5,10,these fingers trace the ghost of skin no longer there,True,22,desire & passion,True,figurative
3,adjacent,,0,0,,False,22,desire & passion,True,figurative
4,adjacent,"air, bed, hollow, i, search, warmth",6,10,i search for warmth in empty beds and hollow air,True,22,desire & passion,True,figurative
5,adjacent,,0,0,,False,22,desire & passion,True,figurative
6,adjacent,"bear, beat, body, heart, rhythm",5,10,the heart beats rhythms that the body can not bear,True,22,desire & passion,True,figurative
7,adjacent,,0,1,that,False,22,desire & passion,True,figurative
8,adjacent,"burn, dream, drown, fire, i, like, liquid, that, touch",9,11,i drown in dreams of touch that burns like liquid fire,True,22,desire & passion,True,figurative
9,adjacent,i,1,1,i,True,22,desire & passion,True,figurative
10,adjacent,"acquire, all, breath, i, prayer",5,11,each breath becomes a prayer for all i ca n't acquire,True,22,desire & passion,True,figurative
11,adjacent,,0,0,,False,22,desire & passion,True,figurative
12,adjacent,"garden, grow, like, soul, wanting, weed",6,10,the wanting grows like weeds in gardens of the soul,True,22,desire & passion,True,figurative
13,adjacent,,0,0,,False,22,desire & passion,True,figurative
14,first_last,"forget, hand, mind, my, remember, try, what",7,9,my hands remember what my mind tries to forget,True,22,desire & passion,True,figurative
0,adjacent,"cut, dress, glass, hang, moonlight, red",6,9,the red dress hangs where moonlight cuts the glass,True,23,desire & passion,True,specific
1,adjacent,,0,0,,False,23,desire & passion,True,specific
2,adjacent,"body, like, second, silk, skin, wear, your",7,8,your body wore that silk like second skin,True,23,desire & passion,True,specific
3,adjacent,,0,0,,False,23,desire & passion,True,specific
4,adjacent,"air, cling, fabric, i, trace",5,9,i trace the air where fabric used to cling,True,23,desire & passion,True,specific
5,adjacent,,0,1,the,False,23,desire & passion,True,specific
6,adjacent,"find, finger, ghost, my, you",5,8,my fingers find only the ghost of you,True,23,desire & passion,True,specific
7,adjacent,,0,1,the,False,23,desire & passion,True,specific
8,adjacent,"hold, mirror, reflection, that",4,8,the mirror holds reflections that are n't there,True,23,desire & passion,True,specific
9,adjacent,,0,1,the,False,23,desire & passion,True,specific
10,adjacent,"dance, heat, i, shadow, your",5,9,i 'm dancing with the shadow of your heat,True,23,desire & passion,True,specific
11,adjacent,,0,1,the,False,23,desire & passion,True,specific
12,adjacent,"hear, music, play, song",4,9,the music plays though no one hears the song,True,23,desire & passion,True,specific
13,adjacent,,0,1,the,False,23,desire & passion,True,specific
14,first_last,"cut, dress, glass, hang, moonlight, red",6,9,the red dress hangs where moonlight cuts the glass,True,23,desire & passion,True,specific
0,adjacent,"build, card, house, i, like, my, question",7,9,i build my questions like a house of cards,True,24,doubt & contemplation,True,general
1,adjacent,i,1,1,i,True,24,doubt & contemplation,True,general
2,adjacent,"answer, i, think, topple, true, what",6,8,each answer topples what i thought was true,True,24,doubt & contemplation,True,general
3,adjacent,,0,0,,False,24,doubt & contemplation,True,general
4,adjacent,"construct, ground, its, mind, unsteady",5,7,the mind constructs its own unsteady ground,True,24,doubt & contemplation,True,general
5,adjacent,,0,0,,False,24,doubt & contemplation,True,general
6,adjacent,"certainty, foreign, tongue",3,6,where certainty becomes a foreign tongue,True,24,doubt & contemplation,True,general
7,adjacent,,0,0,,False,24,doubt & contemplation,True,general
8,adjacent,"i, mirror, my, riddle, self, speak",6,8,i speak in riddles to my mirror self,True,24,doubt & contemplation,True,general
9,adjacent,,0,0,,False,24,doubt & contemplation,True,general
10,adjacent,"echo, know, voice",3,9,the echo knows more than the voice can say,True,24,doubt & contemplation,True,general
11,adjacent,,0,0,,False,24,doubt & contemplation,True,general
12,adjacent,"clear, doubt, its, reveal, silence, song",6,7,in silence doubt reveals its clearest song,True,24,doubt & contemplation,True,general
13,adjacent,,0,0,,False,24,doubt & contemplation,True,general
14,first_last,"build, card, house, i, like, my, question",7,9,i build my questions like a house of cards,True,24,doubt & contemplation,True,general
0,adjacent,,0,0,,False,25,doubt & contemplation,True,figurative
1,adjacent,"i, my, question, shadow, wall",5,8,i keep questioning the shadows on my wall,True,25,doubt & contemplation,True,figurative
2,adjacent,,0,1,the,False,25,doubt & contemplation,True,figurative
3,adjacent,"dance, dark, doubt, fall, light",5,9,these doubts dance darker than the light can fall,True,25,doubt & contemplation,True,figurative
4,adjacent,,0,0,,False,25,doubt & contemplation,True,figurative
5,adjacent,"answer, i, mind, my, restless, will",6,9,my restless mind wo n't answer when i call,True,25,doubt & contemplation,True,figurative
6,adjacent,,0,0,,False,25,doubt & contemplation,True,figurative
7,adjacent,"echo, hall, like, prayer, that, whisper",6,8,like whispered prayers that echo down the hall,True,25,doubt & contemplation,True,figurative
8,adjacent,,0,0,,False,25,doubt & contemplation,True,figurative
9,adjacent,"fall, i, rise, search, truth",5,9,i search for truth in every rise and fall,True,25,doubt & contemplation,True,figurative
10,adjacent,,0,0,,False,25,doubt & contemplation,True,figurative
11,adjacent,"certainty, my, remain, small",4,6,but certainty remains beyond my small,True,25,doubt & contemplation,True,figurative
12,adjacent,,0,0,,False,25,doubt & contemplation,True,figurative
13,adjacent,"crawl, i, nearly, reach, stumble, tremble",6,7,and trembling reach i stumble nearly crawl,True,25,doubt & contemplation,True,figurative
14,adjacent,,0,0,,False,25,doubt & contemplation,True,figurative
15,adjacent,"build, foot, maze, question, tall",5,8,through mazes built of questions ten feet tall,True,25,doubt & contemplation,True,figurative
16,adjacent,question,1,0,,True,25,doubt & contemplation,True,figurative
17,first_last,,0,0,,False,25,doubt & contemplation,True,figurative
0,adjacent,"chair, hold, night, weight, your",5,9,the empty chair still holds your weight at night,True,26,doubt & contemplation,True,specific
1,adjacent,,0,1,the,False,26,doubt & contemplation,True,specific
2,adjacent,"delight, ghost, i, set, table",5,9,i set the table for a ghost 's delight,True,26,doubt & contemplation,True,specific
3,adjacent,,0,0,,False,26,doubt & contemplation,True,specific
4,adjacent,"feel, gnaw, hunger, phantom, right, what, your",7,8,your phantom hunger gnaws at what feels right,True,26,doubt & contemplation,True,specific
5,adjacent,,0,0,,False,26,doubt & contemplation,True,specific
6,adjacent,"bite, i, salt, taste, tear",5,9,i taste the salt of tears in every bite,True,26,doubt & contemplation,True,specific
7,adjacent,,0,1,the,False,26,doubt & contemplation,True,specific
8,adjacent,"echo, kitchen, learn, solitude",4,6,the kitchen learns to echo solitude,True,26,doubt & contemplation,True,specific
9,adjacent,,0,0,,False,26,doubt & contemplation,True,specific
10,adjacent,"good, i, love, my, question",5,8,i question if my love was ever good,True,26,doubt & contemplation,True,specific
11,adjacent,i,1,1,i,True,26,doubt & contemplation,True,specific
12,adjacent,"answer, i, silence, what",4,7,the silence answers what i never could,True,26,doubt & contemplation,True,specific
13,adjacent,,0,1,the,False,26,doubt & contemplation,True,specific
14,first_last,"chair, hold, night, weight, your",5,9,the empty chair still holds your weight at night,True,26,doubt & contemplation,True,specific
0,adjacent,"ghost, i, learn, leave, raise, who",6,9,the ghosts who raised me never learned to leave,True,27,family & ancestors,True,general
1,adjacent,i,1,1,me,True,27,family & ancestors,True,general
2,adjacent,"believe, i, their, warning, whisper",5,7,their whispered warnings still make me believe,True,27,family & ancestors,True,general
3,adjacent,,0,0,,False,27,family & ancestors,True,general
4,adjacent,"arrive, condition, grieve, love",4,7,that love arrives with conditions to grieve,True,27,family & ancestors,True,general
5,adjacent,,0,0,,False,27,family & ancestors,True,general
6,adjacent,"generation, my, sleeve, sorrow",4,7,each generation 's sorrow up my sleeve,True,27,family & ancestors,True,general
7,adjacent,,0,0,,False,27,family & ancestors,True,general
8,adjacent,"afraid, i, story, weave",4,8,becomes the story i 'm afraid to weave,True,27,family & ancestors,True,general
9,adjacent,i,1,1,the,True,27,family & ancestors,True,general
10,adjacent,"achieve, fabric, i, what",4,7,into the fabric of what i achieve,True,27,family & ancestors,True,general
11,adjacent,i,1,1,i,True,27,family & ancestors,True,general
12,adjacent,"face, find, i, my, reprieve, their",6,8,i find their faces in my own reprieve,True,27,family & ancestors,True,general
13,adjacent,i,1,0,,True,27,family & ancestors,True,general
14,first_last,"ghost, i, learn, leave, raise, who",6,9,the ghosts who raised me never learned to leave,True,27,family & ancestors,True,general
0,adjacent,"dead, mouth, my, stubborn, talk",5,8,the dead keep talking through my stubborn mouth,True,28,family & ancestors,True,figurative
1,adjacent,,0,0,,False,28,family & ancestors,True,figurative
2,adjacent,"i, speak, spill, swear, their, will, word",7,11,their words spill out when i swear i wo n't speak,True,28,family & ancestors,True,figurative
3,adjacent,,0,0,,False,28,family & ancestors,True,figurative
4,adjacent,"anger, beneath, grandmother, live, my, tongue",6,8,my grandmother 's anger lives beneath my tongue,True,28,family & ancestors,True,figurative
5,adjacent,,0,0,,False,28,family & ancestors,True,figurative
6,adjacent,"bitter, i, she, swallow, teach, truth",6,8,she taught me how to swallow bitter truths,True,28,family & ancestors,True,figurative
7,adjacent,,0,0,,False,28,family & ancestors,True,figurative
8,adjacent,"generation, poison, run, untold, what",5,6,what poison runs through generations untold,True,28,family & ancestors,True,figurative
9,adjacent,,0,0,,False,28,family & ancestors,True,figurative
10,adjacent,"coffee, i, morning, my, sorrow, taste, their",7,8,i taste their sorrows in my morning coffee,True,28,family & ancestors,True,figurative
11,adjacent,"i, my",2,1,i,True,28,family & ancestors,True,figurative
12,adjacent,"i, my, remind, sip",4,9,each sip reminds me i am not my own,True,28,family & ancestors,True,figurative
13,adjacent,my,1,1,my,True,28,family & ancestors,True,figurative
14,first_last,"dead, mouth, my, stubborn, talk",5,8,the dead keep talking through my stubborn mouth,True,28,family & ancestors,True,figurative
0,adjacent,"catch, her, light, silver, thimble, windowsill",6,8,her silver thimble catches light on the windowsill,True,29,family & ancestors,True,specific
1,adjacent,her,1,1,her,True,29,family & ancestors,True,specific
2,adjacent,"aloud, hand, her, she, tell, what",6,11,what she could n't say aloud her hands would always tell,True,29,family & ancestors,True,specific
3,adjacent,,0,0,,False,29,family & ancestors,True,specific
4,adjacent,"fabric, love, stitch, time, travel",5,10,through fabric and through time love travels by the stitch,True,29,family & ancestors,True,specific
5,adjacent,,0,1,the,False,29,family & ancestors,True,specific
6,adjacent,"her, language, silence, that, we, who",6,11,her silence was the language that made us who we are,True,29,family & ancestors,True,specific
7,adjacent,,0,1,the,False,29,family & ancestors,True,specific
8,adjacent,"i, pin, sharp, she, speak, swallow, tooth, word",8,11,i speak the words she swallowed sharp as pins between teeth,True,29,family & ancestors,True,specific
9,adjacent,she,1,1,the,True,29,family & ancestors,True,specific
10,adjacent,"contain, hem, secret, share, she, turn",6,11,each hem she turned contained the secrets she could n't share,True,29,family & ancestors,True,specific
11,adjacent,she,1,1,the,True,29,family & ancestors,True,specific
12,adjacent,thimble,1,1,her,True,29,family & ancestors,True,specific
13,first_last,"catch, her, light, silver, thimble, windowsill",6,8,her silver thimble catches light on the windowsill,True,29,family & ancestors,True,specific
0,adjacent,"hand, hide, i, learn, move, my, way",7,10,i learned to hide the way i moved my hands,True,30,gender & sexuality,True,general
1,adjacent,i,1,1,i,True,30,gender & sexuality,True,general
2,adjacent,"i, mirror, show, speak, truth",5,9,the mirror showed me truths i could n't speak,True,30,gender & sexuality,True,general
